Brand,Model,Range(km),Long_distance_range(km),Battery(kWh),Weight(kg),Seating_capacity,Car_segment,Acceleration_time(0-100 Kmph[in seconds]),Efficiency(Wh/km),Fastcharge_power(kW),Towing_capacity(kg),Cargo_volume(L),Price_per_range(€),Germany_Price(€),Range_per_kWh,Charging_km_per_min,Price_per_kWh,Price_Category
Audi,SQ6 SUV e-tron,470.0,559.0,94.9,2.425,5.0,D,4.3,202.0,200.0,750.0,578.0,214.0,93800.0,4.95,59.41,988.41,Luxury (€90k–€150k)
Toyota,bZ4X FWD 57.7 kWh (MY25),305.0,343.0,54.0,1.945,5.0,C,8.6,177.0,85.0,750.0,452.0,141.0,42990.0,5.65,28.81,796.11,Mid-range (€30k–€60k)
Lancia,Ypsilon 54 kWh (MY25),325.0,350.0,50.8,1.561,5.0,B,8.2,156.0,85.0,750.0,309.0,104.0,44990.0,6.4,32.69,885.63,Mid-range (€30k–€60k)
Porsche,Macan Turbo Electric (MY26),460.0,544.0,95.0,2.48,5.0,D,3.3,207.0,200.0,750.0,564.0,253.0,115500.0,4.84,57.97,1215.79,Luxury (€90k–€150k)
Smart,EQ fortwo coupe,100.0,71.0,16.7,1.085,2.0,A,11.5,167.0,0.0,750.0,260.0,221.0,21940.0,5.99,0.0,1313.77,Budget (<€30k)
Mercedes-Benz,EQS AMG 53 4MATIC+,540.0,591.0,107.8,2.655,5.0,F,3.4,200.0,173.0,750.0,610.0,320.0,155009.0,5.01,51.9,1437.93,Ultra-Luxury (>€150k)
Mercedes-Benz,EQE SUV 300 (MY23-24),450.0,485.0,90.6,2.44,5.0,E,7.6,201.0,141.0,750.0,520.0,186.0,83479.0,4.97,42.09,921.4,Premium (€60k–€90k)
Volvo,ES90 Twin Motor Performance (MY26),530.0,635.0,102.0,2.628,5.0,F,4.0,192.0,200.0,750.0,468.0,180.0,94490.0,5.2,62.5,926.37,Luxury (€90k–€150k)
Škoda,Enyaq RS (MY26),460.0,520.0,79.0,2.236,5.0,C,5.4,172.0,135.0,750.0,585.0,127.0,58600.0,5.82,47.09,741.77,Mid-range (€30k–€60k)
Volvo,C40 Recharge Pure Electric (MY23),335.0,358.0,67.0,2.045,5.0,C,7.4,200.0,116.0,750.0,450.0,151.0,48850.0,5.0,34.8,729.1,Mid-range (€30k–€60k)
Audi,e-tron S,320.0,332.0,86.5,2.73,5.0,E,4.5,270.0,146.0,750.0,660.0,294.0,93800.0,3.7,32.44,1084.39,Luxury (€90k–€150k)
Tesla,Model X Performance,430.0,448.0,95.0,2.552,7.0,F,2.9,221.0,110.0,750.0,385.0,250.0,102990.0,4.53,29.86,1084.11,Luxury (€90k–€150k)
DS,DS 3 E-Tense,300.0,320.0,50.8,1.625,5.0,B,9.0,169.0,85.0,750.0,350.0,135.0,40540.0,5.91,30.18,798.03,Mid-range (€30k–€60k)
Polestar,2 Standard Range Single Motor (MY24),405.0,426.0,67.0,2.019,5.0,D,6.4,165.0,85.0,750.0,446.0,118.0,46275.0,6.04,30.91,690.67,Mid-range (€30k–€60k)
Volkswagen,ID.7 GTX (MY24-25),500.0,572.0,86.0,2.325,5.0,E,5.4,172.0,145.0,750.0,532.0,137.0,63155.0,5.81,50.58,734.36,Premium (€60k–€90k)
Hongqi,E-HS7 111 kWh Long Range,455.0,535.0,95.3,2.458,5.0,E,6.3,209.0,210.0,750.0,705.0,121.0,44990.0,4.77,60.29,472.09,Mid-range (€30k–€60k)
Renault,Megane E-Tech EV60 130hp,380.0,410.0,60.0,1.699,5.0,C,10.5,158.0,87.0,500.0,440.0,111.0,47000.0,6.33,33.04,783.33,Mid-range (€30k–€60k)
SsangYong,Korando e-Motion,290.0,277.0,56.0,1.84,5.0,C,8.5,193.0,69.0,750.0,551.0,137.0,42490.0,5.18,21.45,758.75,Mid-range (€30k–€60k)
Audi,Q8 SUV e-tron 50 quattro,425.0,443.0,89.0,2.585,5.0,E,6.0,209.0,146.0,750.0,631.0,179.0,75900.0,4.78,41.91,852.81,Premium (€60k–€90k)
Porsche,Taycan Turbo GT Weissach,475.0,609.0,97.0,2.295,2.0,F,2.2,204.0,262.0,750.0,451.0,494.0,240000.0,4.9,77.06,2474.23,Ultra-Luxury (>€150k)
Zeekr,X Core RWD (MY25),270.0,294.0,49.0,1.93,5.0,B,5.9,181.0,70.0,750.0,362.0,144.0,44990.0,5.51,23.2,918.16,Mid-range (€30k–€60k)
VinFast,VF 8 Eco Extended Range,405.0,416.0,87.7,2.53,5.0,D,5.9,217.0,120.0,750.0,376.0,128.0,52990.0,4.62,33.18,604.22,Mid-range (€30k–€60k)
Citroën,ë-C4 X,290.0,317.0,46.3,1.659,5.0,C,9.9,160.0,78.0,750.0,510.0,115.0,32600.0,6.26,29.25,704.1,Mid-range (€30k–€60k)
Peugeot,e-2008,260.0,285.0,46.3,1.623,5.0,B,8.5,178.0,78.0,750.0,434.0,143.0,35450.0,5.62,26.29,765.66,Mid-range (€30k–€60k)
Smart,#3 Pro+,355.0,397.0,62.0,1.855,5.0,B,5.8,175.0,110.0,750.0,385.0,120.0,43490.0,5.73,37.71,701.45,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 350+ (MY23),530.0,579.0,90.6,2.36,5.0,E,6.4,171.0,141.0,750.0,430.0,155.0,44990.0,5.85,49.47,496.58,Mid-range (€30k–€60k)
Volvo,EX40 Single Motor (MY26),345.0,383.0,67.0,2.04,5.0,C,7.3,194.0,110.0,750.0,441.0,141.0,49990.0,5.15,34.02,746.12,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe 85x (MY26),460.0,511.0,77.0,2.234,5.0,C,6.7,167.0,120.0,750.0,570.0,117.0,53750.0,5.97,43.11,698.05,Mid-range (€30k–€60k)
Volkswagen,ID.4 GTX,400.0,434.0,77.0,2.224,5.0,C,6.2,193.0,115.0,750.0,543.0,135.0,50415.0,5.19,35.75,654.74,Mid-range (€30k–€60k)
MG,MG5 EV Long Range,340.0,309.0,57.4,1.625,5.0,C,7.7,169.0,53.0,750.0,464.0,98.0,44990.0,5.92,18.82,783.8,Mid-range (€30k–€60k)
Opel,Combo-e Life 50 kWh,205.0,221.0,46.3,1.739,7.0,N,11.7,226.0,78.0,750.0,571.0,198.0,43050.0,4.43,20.71,929.81,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe RS (MY24),450.0,493.0,77.0,2.258,5.0,C,5.5,171.0,120.0,750.0,570.0,140.0,63300.0,5.84,42.11,822.08,Premium (€60k–€90k)
Porsche,Taycan 4S,490.0,611.0,82.3,2.245,5.0,F,3.7,168.0,195.0,750.0,491.0,244.0,120900.0,5.95,69.64,1469.02,Luxury (€90k–€150k)
Lotus,Emeya,520.0,665.0,98.9,2.555,5.0,F,4.2,190.0,240.0,750.0,543.0,209.0,106400.0,5.26,75.79,1075.83,Luxury (€90k–€150k)
Škoda,Enyaq Coupe 60 (MY25),370.0,429.0,59.0,2.006,5.0,C,8.1,159.0,110.0,750.0,570.0,124.0,46850.0,6.27,41.51,794.07,Mid-range (€30k–€60k)
Hyundai,IONIQ 5 Standard Range AWD (MY21),290.0,359.0,54.0,2.015,5.0,C,6.1,186.0,140.0,750.0,555.0,158.0,45900.0,5.37,45.16,850.0,Mid-range (€30k–€60k)
Volkswagen,ID.3 Pro S - 5 Seats,450.0,488.0,77.0,1.928,5.0,C,7.9,171.0,115.0,750.0,385.0,98.0,43720.0,5.84,40.35,567.79,Mid-range (€30k–€60k)
Ford,Mustang Mach-E GT (MY23.75),425.0,433.0,91.0,2.348,5.0,D,3.7,214.0,115.0,750.0,619.0,187.0,77300.0,4.67,32.24,849.45,Premium (€60k–€90k)
Mini,Aceman JCW,280.0,294.0,49.2,1.825,5.0,B,6.4,176.0,75.0,750.0,300.0,170.0,43150.0,5.69,25.57,877.03,Mid-range (€30k–€60k)
Porsche,Taycan Plus,475.0,605.0,83.7,2.205,5.0,F,5.4,176.0,216.0,750.0,491.0,200.0,94123.0,5.68,73.64,1124.53,Luxury (€90k–€150k)
Mercedes-Benz,EQS SUV 450+,540.0,559.0,118.0,2.73,7.0,F,6.8,219.0,160.0,750.0,645.0,219.0,110801.0,4.58,43.84,938.99,Luxury (€90k–€150k)
Porsche,Taycan 4 Cross Turismo,510.0,655.0,97.0,2.355,5.0,F,4.7,190.0,262.0,750.0,530.0,225.0,113100.0,5.26,82.74,1165.98,Luxury (€90k–€150k)
Polestar,2 Standard Range Single Motor (MY25),405.0,460.0,67.0,2.02,5.0,D,6.4,165.0,110.0,750.0,448.0,120.0,48990.0,6.04,40.0,731.19,Mid-range (€30k–€60k)
Toyota,Proace Verso M 50 kWh,180.0,191.0,46.3,2.027,9.0,N,12.1,257.0,78.0,750.0,603.0,313.0,58040.0,3.89,18.21,1253.56,Mid-range (€30k–€60k)
Abarth,600e Turismo,280.0,293.0,50.8,1.7,5.0,B,6.2,181.0,79.0,750.0,360.0,159.0,44990.0,5.51,26.19,885.63,Mid-range (€30k–€60k)
Ford,e-Tourneo Custom L1 160 kW,235.0,233.0,64.0,2.557,8.0,N,9.0,272.0,70.0,750.0,672.0,291.0,66819.0,3.67,15.44,1044.05,Premium (€60k–€90k)
Renault,Zoe R90,255.0,182.0,41.0,1.548,5.0,B,13.2,161.0,0.0,750.0,338.0,131.0,34100.0,6.22,0.0,831.71,Mid-range (€30k–€60k)
Polestar,2 Long Range Performance (MY23),385.0,409.0,75.0,2.188,5.0,D,4.4,195.0,108.0,750.0,440.0,162.0,61495.0,5.13,33.23,819.93,Premium (€60k–€90k)
Opel,Mokka-e 54 kWh,290.0,304.0,50.8,1.598,5.0,B,9.0,175.0,85.0,750.0,310.0,144.0,44720.0,5.71,29.14,880.31,Mid-range (€30k–€60k)
Toyota,Proace City Verso L2 50 kWh,230.0,242.0,50.0,1.881,7.0,N,11.7,217.0,80.0,750.0,385.0,180.0,42380.0,4.6,22.12,847.6,Mid-range (€30k–€60k)
BMW,i5 M60 xDrive Sedan (MY25),430.0,488.0,81.2,2.37,5.0,E,3.8,189.0,136.0,750.0,490.0,249.0,99500.0,5.3,43.17,1225.37,Luxury (€90k–€150k)
Hyundai,IONIQ 5 Project 45 (MY21),365.0,452.0,70.0,2.095,5.0,C,5.2,192.0,185.0,750.0,555.0,159.0,59550.0,5.21,57.81,850.71,Mid-range (€30k–€60k)
Opel,Vivaro-e Combi M 75 kWh,265.0,252.0,69.0,2.131,9.0,N,13.3,260.0,79.0,750.0,507.0,215.0,56942.0,3.84,18.23,825.25,Mid-range (€30k–€60k)
Ford,Capri Standard Range RWD,320.0,357.0,52.0,1.914,5.0,D,9.0,163.0,85.0,750.0,572.0,141.0,44950.0,6.15,31.29,864.42,Mid-range (€30k–€60k)
Lucid,Air Touring (MY26),600.0,698.0,96.0,2.337,5.0,F,3.6,160.0,160.0,750.0,910.0,169.0,99900.0,6.25,60.0,1040.62,Luxury (€90k–€150k)
Citroën,ë-C4,280.0,311.0,46.3,1.616,5.0,C,9.7,165.0,78.0,750.0,380.0,124.0,34640.0,6.05,28.36,748.16,Mid-range (€30k–€60k)
Fiat,500e 3+1 24 kWh,135.0,153.0,21.3,1.29,4.0,B,9.0,158.0,40.0,750.0,185.0,222.0,44990.0,6.34,15.19,2112.21,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER AWD (MY23),440.0,410.0,91.0,2.257,5.0,D,5.8,207.0,86.0,750.0,619.0,169.0,77200.0,4.84,24.93,848.35,Premium (€60k–€90k)
Volkswagen,ID.4 Pro 4MOTION (MY26),435.0,477.0,77.0,2.231,5.0,C,6.6,177.0,120.0,750.0,543.0,117.0,49020.0,5.65,40.68,636.62,Mid-range (€30k–€60k)
Tesla,Model S 70,340.0,360.0,66.5,2.074,5.0,F,5.8,196.0,95.0,750.0,895.0,231.0,78000.0,5.11,29.08,1172.93,Premium (€60k–€90k)
Lotus,Eletre R,455.0,559.0,109.0,2.725,5.0,F,2.9,240.0,259.0,750.0,657.0,326.0,151990.0,4.17,64.75,1394.4,Ultra-Luxury (>€150k)
BMW,i5 xDrive40 Sedan,455.0,522.0,81.2,2.355,5.0,E,5.4,178.0,136.0,750.0,490.0,172.0,75600.0,5.6,45.84,931.03,Premium (€60k–€90k)
Mercedes-Benz,eVito Tourer Long 90 kWh,325.0,299.0,90.0,2.561,8.0,N,12.1,277.0,96.0,750.0,990.0,241.0,72043.0,3.61,20.79,800.48,Premium (€60k–€90k)
Peugeot,e-5008 73 kWh Dual Motor,355.0,374.0,73.0,2.406,7.0,D,6.5,206.0,90.0,750.0,348.0,178.0,62500.0,4.86,26.21,856.16,Premium (€60k–€90k)
Volvo,EX90 Twin Motor Performance (MY26),465.0,547.0,102.0,2.725,7.0,F,4.2,219.0,200.0,750.0,703.0,216.0,101290.0,4.56,54.79,993.04,Luxury (€90k–€150k)
Kia,e-Niro 39 kWh,235.0,215.0,39.2,1.667,5.0,C,9.8,167.0,37.0,750.0,451.0,159.0,38290.0,5.99,13.29,976.79,Mid-range (€30k–€60k)
Volkswagen,ID.3 Pro S - 4 Seats,455.0,499.0,77.0,1.933,4.0,C,7.9,169.0,120.0,750.0,385.0,108.0,47595.0,5.91,42.6,618.12,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 300 (MY24),525.0,566.0,89.0,2.405,5.0,E,7.3,170.0,120.0,750.0,430.0,131.0,67187.0,5.9,42.35,754.91,Premium (€60k–€90k)
Genesis,GV70 Electrified (MY25),385.0,477.0,80.0,2.335,5.0,D,4.4,208.0,205.0,750.0,528.0,190.0,70230.0,4.81,59.13,877.88,Premium (€60k–€90k)
Volvo,XC40 Recharge Twin Pure Electric (MY23),350.0,368.0,75.0,2.188,5.0,C,4.9,214.0,108.0,750.0,450.0,171.0,56150.0,4.67,30.28,748.67,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 350 4MATIC (MY24),515.0,570.0,90.6,2.475,5.0,E,6.3,176.0,141.0,750.0,430.0,148.0,74149.0,5.68,48.07,818.42,Premium (€60k–€90k)
Volvo,C40 Recharge Twin Pure Electric (MY22),360.0,379.0,75.0,2.185,5.0,C,4.7,208.0,108.0,750.0,450.0,170.0,57650.0,4.8,31.15,768.67,Mid-range (€30k–€60k)
Genesis,G80 Electrified Luxury (MY22-24),440.0,507.0,82.5,2.325,5.0,F,4.9,188.0,160.0,750.0,354.0,170.0,69200.0,5.33,51.06,838.79,Premium (€60k–€90k)
Volvo,C40 Recharge Single Motor ER (MY24),420.0,459.0,79.0,2.095,5.0,C,7.3,188.0,125.0,750.0,450.0,128.0,54450.0,5.32,39.89,689.24,Mid-range (€30k–€60k)
Kia,EV9 76.1 kWh RWD,350.0,414.0,73.0,2.387,7.0,F,8.5,209.0,160.0,900.0,423.0,174.0,61990.0,4.79,45.93,849.18,Premium (€60k–€90k)
Volvo,EC40 Single Motor (MY26),360.0,399.0,67.0,2.057,5.0,C,7.3,186.0,110.0,750.0,435.0,150.0,54390.0,5.37,35.48,811.79,Mid-range (€30k–€60k)
Renault,Zoe Q90,245.0,224.0,41.0,1.555,5.0,B,13.5,167.0,33.0,750.0,338.0,126.0,44990.0,5.98,11.86,1097.32,Mid-range (€30k–€60k)
JAC,iEV7s,225.0,200.0,39.0,1.535,5.0,B,12.0,173.0,30.0,750.0,250.0,133.0,44990.0,5.77,10.4,1153.59,Mid-range (€30k–€60k)
Audi,Q8 Sportback e-tron 55 quattro,525.0,543.0,106.0,2.585,5.0,E,5.6,202.0,144.0,750.0,590.0,169.0,89550.0,4.95,42.77,844.81,Premium (€60k–€90k)
Mercedes-Benz,EQE 500 4MATIC (MY23),505.0,555.0,90.6,2.485,5.0,E,4.7,179.0,141.0,750.0,430.0,200.0,88215.0,5.57,47.26,973.68,Premium (€60k–€90k)
Smart,#1 Pro,250.0,280.0,47.0,1.855,5.0,B,6.7,188.0,65.0,750.0,338.0,147.0,37490.0,5.32,20.74,797.66,Mid-range (€30k–€60k)
Hongqi,E-HS9 120 kWh,455.0,418.0,112.0,2.85,5.0,F,4.9,246.0,110.0,750.0,438.0,187.0,44990.0,4.06,26.83,401.7,Mid-range (€30k–€60k)
GWM,ORA 03 63 kWh,340.0,313.0,59.3,1.615,5.0,C,8.2,174.0,55.0,750.0,228.0,107.0,32490.0,5.73,18.97,547.89,Mid-range (€30k–€60k)
Porsche,Taycan 4S Plus,565.0,737.0,97.0,2.325,5.0,F,3.7,172.0,262.0,750.0,491.0,221.0,126422.0,5.82,91.4,1303.32,Luxury (€90k–€150k)
Opel,Grandland Electric 82 kWh,420.0,433.0,82.2,2.195,5.0,C,9.0,196.0,100.0,750.0,550.0,122.0,51950.0,5.11,30.61,632.0,Mid-range (€30k–€60k)
Volkswagen,ID.5 Pro Performance,430.0,459.0,77.0,2.117,5.0,C,8.4,179.0,125.0,750.0,549.0,122.0,47550.0,5.58,41.9,617.53,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV 500 4MATIC (MY23),435.0,468.0,90.6,2.56,5.0,E,4.9,208.0,141.0,750.0,520.0,262.0,99841.0,4.8,40.67,1102.0,Luxury (€90k–€150k)
Smart,#3 Pro,265.0,297.0,47.0,1.855,5.0,B,5.9,177.0,65.0,750.0,385.0,142.0,38490.0,5.64,22.03,818.94,Mid-range (€30k–€60k)
Polestar,2 Long Range Performance (MY26),450.0,507.0,79.0,2.18,5.0,D,4.2,176.0,125.0,750.0,448.0,142.0,63490.0,5.7,42.61,803.67,Premium (€60k–€90k)
Cadillac,VISTIQ 900 E4 (MY26),375.0,365.0,91.0,2.899,7.0,F,4.1,243.0,100.0,750.0,297.0,290.0,108809.0,4.12,24.69,1195.7,Luxury (€90k–€150k)
Toyota,C-HR+ 57.7 kWh (MY26),330.0,369.0,54.0,1.845,5.0,C,8.3,164.0,85.0,750.0,416.0,115.0,44990.0,6.11,31.1,833.15,Mid-range (€30k–€60k)
Mercedes-Benz,EQA 350 4MATIC,350.0,359.0,66.5,2.105,5.0,C,6.0,190.0,100.0,750.0,340.0,177.0,56424.0,5.26,31.58,848.48,Mid-range (€30k–€60k)
Volvo,EX90 Single Motor (MY24-25),485.0,524.0,100.0,2.582,7.0,F,8.4,206.0,140.0,750.0,703.0,180.0,83700.0,4.85,40.78,837.0,Premium (€60k–€90k)
Škoda,Enyaq iV 50 (MY21-23),305.0,271.0,52.0,1.937,5.0,C,11.3,170.0,45.0,750.0,585.0,131.0,39900.0,5.87,15.88,767.31,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR AWD (MY21),335.0,337.0,68.0,2.138,5.0,D,6.3,203.0,78.0,750.0,619.0,171.0,54750.0,4.93,23.05,805.15,Mid-range (€30k–€60k)
Audi,Q4 e-tron 45 quattro,385.0,418.0,76.6,2.21,5.0,C,6.9,199.0,115.0,750.0,520.0,150.0,53990.0,5.03,34.67,704.83,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Extra-Long 90 kWh,305.0,279.0,90.0,2.555,9.0,N,12.0,295.0,96.0,750.0,385.0,264.0,65140.0,3.39,19.53,723.78,Premium (€60k–€90k)
Tesla,Model X Long Range,435.0,434.0,95.0,2.533,7.0,F,4.9,218.0,100.0,750.0,385.0,216.0,91000.0,4.58,27.52,957.89,Luxury (€90k–€150k)
Škoda,Enyaq Coupe iV RS (MY22-23),430.0,471.0,77.0,2.253,5.0,C,6.5,179.0,115.0,750.0,575.0,146.0,63300.0,5.58,38.55,822.08,Premium (€60k–€90k)
Elaris,BEO 86 kWh,390.0,357.0,81.0,1.955,5.0,D,9.5,208.0,65.0,750.0,467.0,136.0,53090.0,4.81,18.75,655.43,Mid-range (€30k–€60k)
Skywell,BE11 Long Range,385.0,336.0,81.0,2.005,5.0,D,9.6,210.0,50.0,750.0,467.0,119.0,44990.0,4.75,14.29,555.43,Mid-range (€30k–€60k)
Genesis,GV60 Performance (MY25),395.0,493.0,80.0,2.25,5.0,C,4.0,203.0,205.0,750.0,432.0,197.0,44990.0,4.94,60.59,562.38,Mid-range (€30k–€60k)
Porsche,Taycan 4S Cross Turismo,420.0,531.0,83.7,2.32,5.0,F,4.1,199.0,216.0,750.0,530.0,269.0,114222.0,5.02,65.13,1364.66,Luxury (€90k–€150k)
Fisker,Ocean Ultra,500.0,537.0,106.5,2.526,5.0,D,4.2,213.0,135.0,750.0,476.0,118.0,58900.0,4.69,38.03,553.05,Mid-range (€30k–€60k)
Volkswagen,ID.5 Pro,430.0,454.0,77.0,2.118,5.0,C,10.4,179.0,125.0,750.0,549.0,124.0,47935.0,5.58,41.9,622.53,Mid-range (€30k–€60k)
Lotus,Emeya 600,520.0,665.0,98.9,2.555,5.0,F,4.2,190.0,240.0,750.0,543.0,204.0,107990.0,5.26,75.79,1091.91,Luxury (€90k–€150k)
Lotus,Eletre 900,455.0,559.0,109.0,2.725,5.0,F,2.9,240.0,259.0,750.0,657.0,327.0,145990.0,4.17,64.75,1339.36,Luxury (€90k–€150k)
Smart,#1 Pure+,335.0,364.0,62.0,1.863,5.0,B,6.7,185.0,100.0,750.0,338.0,115.0,39990.0,5.4,32.43,645.0,Mid-range (€30k–€60k)
BMW,i5 xDrive40 Sedan (MY25),465.0,535.0,81.2,2.345,5.0,E,5.4,175.0,136.0,750.0,490.0,169.0,75600.0,5.73,46.63,931.03,Premium (€60k–€90k)
Peugeot,Partner Tepee Electric,100.0,105.0,20.5,1.679,5.0,N,19.5,205.0,30.0,750.0,544.0,305.0,44990.0,4.88,8.78,2194.63,Mid-range (€30k–€60k)
Sono,Sion,260.0,261.0,47.0,1.73,5.0,C,9.0,181.0,60.0,750.0,650.0,116.0,29900.0,5.53,19.89,636.17,Budget (<€30k)
Lucid,Air Touring (MY23-24),560.0,645.0,92.0,2.337,5.0,F,3.6,164.0,160.0,750.0,910.0,179.0,99000.0,6.09,58.54,1076.09,Luxury (€90k–€150k)
Mercedes-Benz,EQA 250+,420.0,414.0,70.5,2.045,5.0,C,8.6,168.0,90.0,750.0,340.0,129.0,52205.0,5.96,32.14,740.5,Mid-range (€30k–€60k)
Ford,Mustang Mach-E GT (MY23),425.0,397.0,91.0,2.348,5.0,D,4.4,214.0,86.0,750.0,619.0,197.0,86200.0,4.67,24.11,947.25,Premium (€60k–€90k)
NIO,EL6 Standard Range,365.0,388.0,73.5,2.378,5.0,E,4.5,201.0,110.0,750.0,579.0,183.0,65500.0,4.97,32.84,891.16,Premium (€60k–€90k)
Peugeot,e-Rifter M 50 kWh,235.0,246.0,50.0,1.83,5.0,N,11.7,213.0,80.0,750.0,775.0,166.0,38440.0,4.7,22.54,768.8,Mid-range (€30k–€60k)
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,385.0,381.0,87.0,2.277,5.0,C,5.0,226.0,110.0,750.0,415.0,164.0,63990.0,4.43,29.2,735.52,Premium (€60k–€90k)
Lotus,Eletre 600,495.0,604.0,109.0,2.565,5.0,F,4.5,220.0,259.0,750.0,657.0,203.0,99990.0,4.54,70.64,917.34,Luxury (€90k–€150k)
Lexus,RZ 550e F SPORT (MY26),390.0,425.0,72.0,2.135,5.0,D,4.4,185.0,110.0,750.0,522.0,198.0,78700.0,5.42,35.68,1093.06,Premium (€60k–€90k)
Nissan,LEAF 24 kWh (MY11-13),125.0,138.0,22.0,1.6,5.0,C,11.9,176.0,36.0,750.0,330.0,243.0,33990.0,5.68,12.27,1545.0,Mid-range (€30k–€60k)
Tesla,Model X P90D,375.0,366.0,85.5,2.514,7.0,F,4.0,228.0,90.0,750.0,385.0,353.0,131300.0,4.39,23.68,1535.67,Luxury (€90k–€150k)
Volvo,EX40 Twin Motor Performance (MY26),385.0,419.0,79.0,2.17,5.0,C,4.6,205.0,125.0,750.0,441.0,163.0,62890.0,4.87,36.59,796.08,Premium (€60k–€90k)
Volkswagen,ID.5 GTX (MY26),445.0,500.0,79.0,2.233,5.0,C,5.4,178.0,135.0,750.0,549.0,128.0,58755.0,5.63,45.51,743.73,Mid-range (€30k–€60k)
Volvo,EC40 Single Motor (MY25),360.0,399.0,67.0,2.057,5.0,C,7.3,186.0,110.0,750.0,435.0,152.0,52690.0,5.37,35.48,786.42,Mid-range (€30k–€60k)
Zeekr,X Privilege AWD (MY25),350.0,394.0,65.0,2.035,5.0,B,3.8,186.0,114.0,750.0,362.0,139.0,44990.0,5.38,36.77,692.15,Mid-range (€30k–€60k)
Peugeot,e-Expert Combi Long 75 kWh,265.0,252.0,69.0,2.161,9.0,N,14.3,260.0,79.0,750.0,989.0,223.0,58730.0,3.84,18.23,851.16,Mid-range (€30k–€60k)
Peugeot,e-3008 73 kWh Dual Motor,365.0,388.0,73.0,2.337,5.0,C,6.0,200.0,90.0,750.0,588.0,166.0,60000.0,5.0,27.0,821.92,Mid-range (€30k–€60k)
Citroën,ë-Berlingo XL 50 kWh,230.0,242.0,50.0,1.881,7.0,N,11.7,217.0,80.0,750.0,385.0,169.0,37940.0,4.6,22.12,758.8,Mid-range (€30k–€60k)
Opel,Combo Electric 50 kWh,235.0,246.0,50.0,1.811,5.0,N,11.3,213.0,80.0,750.0,775.0,165.0,38600.0,4.7,22.54,772.0,Mid-range (€30k–€60k)
Volkswagen,ID. Buzz NWB Pure,265.0,301.0,59.0,2.367,6.0,N,10.7,223.0,110.0,750.0,385.0,189.0,49998.0,4.49,29.6,847.42,Mid-range (€30k–€60k)
Renault,Zoe Q90,245.0,224.0,41.0,1.548,5.0,B,13.5,167.0,33.0,750.0,338.0,121.0,44990.0,5.98,11.86,1097.32,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR RWD (MY23.75),380.0,404.0,72.6,2.179,5.0,D,7.3,191.0,100.0,750.0,619.0,141.0,55800.0,5.23,31.41,768.6,Mid-range (€30k–€60k)
Toyota,Proace Verso M 75 kWh,265.0,252.0,69.0,2.211,9.0,N,13.3,260.0,79.0,750.0,603.0,214.0,44990.0,3.84,18.23,652.03,Mid-range (€30k–€60k)
Audi,e-tron Sportback 55 quattro,380.0,399.0,86.5,2.555,5.0,E,5.7,228.0,146.0,750.0,615.0,217.0,81639.0,4.39,38.42,943.8,Premium (€60k–€90k)
Mercedes-Benz,EQE SUV 350 4MATIC (MY23),425.0,453.0,89.0,2.58,5.0,E,6.6,209.0,120.0,750.0,520.0,230.0,89548.0,4.78,34.45,1006.16,Premium (€60k–€90k)
Volkswagen,ID. Buzz NWB GTX,360.0,395.0,79.0,2.629,6.0,N,6.5,219.0,135.0,750.0,385.0,204.0,73102.0,4.56,36.99,925.34,Premium (€60k–€90k)
BMW,i5 xDrive40 Touring (MY25),450.0,512.0,81.2,2.395,5.0,E,5.5,180.0,136.0,750.0,570.0,179.0,77600.0,5.54,45.33,955.67,Premium (€60k–€90k)
Voyah,Courage 80 kWh RWD,395.0,434.0,77.3,2.174,5.0,D,6.8,196.0,110.0,750.0,527.0,114.0,44990.0,5.11,33.67,582.02,Mid-range (€30k–€60k)
Citroën,C-Zero,85.0,101.0,14.5,1.14,4.0,A,15.9,171.0,30.0,750.0,166.0,328.0,29393.0,5.86,10.53,2027.1,Budget (<€30k)
Porsche,Taycan 4S Cross Turismo,510.0,655.0,97.0,2.355,5.0,F,3.8,190.0,262.0,750.0,530.0,245.0,126400.0,5.26,82.74,1303.09,Luxury (€90k–€150k)
Polestar,2 Long Range Performance (MY25),450.0,507.0,79.0,2.18,5.0,D,4.2,176.0,125.0,750.0,448.0,142.0,63490.0,5.7,42.61,803.67,Premium (€60k–€90k)
Ford,Mustang Mach-E Rally (MY25),415.0,420.0,91.0,2.354,5.0,D,3.9,219.0,115.0,750.0,619.0,184.0,81000.0,4.56,31.51,890.11,Premium (€60k–€90k)
Mercedes-Benz,EQS 580 4MATIC,590.0,655.0,107.8,2.62,5.0,F,4.3,183.0,173.0,750.0,610.0,267.0,141705.0,5.47,56.72,1314.52,Luxury (€90k–€150k)
